brand_model,city,model,mileage_in_km,engine_in_cc,Transmission,price_in_lacs,brand_model_age,price_type,mileage_category,engine_mileage_interaction
Honda City,D.G.Khan,2022,13000,1200.0,Automatic,44.5,2,Premium,Low,15600000.0
Honda Civic,Rawalpindi,2012,160000,1800.0,Automatic,26.9,12,Mid Range,Medium,288000000.0
KIA Sportage,Lahore,2020,37000,2000.0,Automatic,64.8,4,Luxury,Low,74000000.0
Honda City,Gujrat,2013,42000,1300.0,Manual,29.2,11,Mid Range,Low,54600000.0
Honda BR-V,Lahore,2023,13000,1500.0,Automatic,58.5,1,Premium,Low,19500000.0
KIA Picanto,Jhelum,2022,21000,1000.0,Automatic,32.5,2,Mid Range,Low,21000000.0
Toyota Corolla,Lahore,2022,40000,1600.0,Automatic,57.0,2,Premium,Low,64000000.0
Honda City,Lahore,2018,130000,1300.0,Manual,35.5,6,Mid Range,Medium,169000000.0
Suzuki Wagon,Faisalabad,2018,110854,1000.0,Manual,19.5,6,Budget,Medium,110854000.0
Honda Civic,Islamabad,2015,98000,1800.0,Automatic,39.8,9,Mid Range,Low,176400000.0
Honda Civic,Lahore,2021,58000,1800.0,Automatic,64.0,3,Luxury,Low,104400000.0
Daihatsu Move,Lahore,2014,76000,658.0,Automatic,23.0,10,Mid Range,Low,50008000.0
Toyota C-HR,Gujranwala,2018,50000,1800.0,Automatic,85.0,6,Luxury,Low,90000000.0
Honda City,D.G.Khan,2022,13000,1200.0,Automatic,44.5,2,Premium,Low,15600000.0
Toyota Corolla,Islamabad,2013,135000,1600.0,Automatic,34.9,11,Mid Range,Medium,216000000.0
Prince Pearl,Sahiwal,2022,14000,800.0,Manual,14.0,2,Budget,Low,11200000.0
Toyota Yaris,Lahore,2021,22000,1500.0,Automatic,50.0,3,Premium,Low,33000000.0
Suzuki Mehran,Lahore,2007,34350,800.0,Manual,6.8,17,Budget,Low,27480000.0
Suzuki Wagon,Kotla,2022,52000,1000.0,Manual,29.3,2,Mid Range,Low,52000000.0
MG HS,Gujranwala,2021,42000,1500.0,Automatic,63.5,3,Luxury,Low,63000000.0
Suzuki Mehran,Lahore,2016,90000,796.0,Manual,12.2,8,Budget,Low,71640000.0
Toyota Passo,Karachi,2018,102000,1000.0,Automatic,35.5,6,Mid Range,Medium,102000000.0
Suzuki Mehran,Lahore,2005,150000,800.0,Manual,7.0,19,Budget,Medium,120000000.0
Hyundai Elantra,Karachi,2022,29000,2000.0,Automatic,60.5,2,Luxury,Low,58000000.0
KIA Sportage,Sheikhupura,2019,62000,2000.0,Automatic,65.0,5,Luxury,Low,124000000.0
Honda City,Faqirwali,2006,190000,1300.0,Manual,17.1,18,Budget,Medium,247000000.0
Nissan Dayz,Faisalabad,2015,99500,660.0,Automatic,22.2,9,Mid Range,Low,65670000.0
Suzuki Wagon,Karachi,2015,59000,1000.0,Manual,17.5,9,Budget,Low,59000000.0
Honda City,Lahore,2021,68000,1200.0,Automatic,40.8,3,Premium,Low,81600000.0
Suzuki Wagon,Islamabad,2019,38000,1000.0,Manual,27.9,5,Mid Range,Low,38000000.0
Honda Civic,Peshawar,2006,200000,1800.0,Automatic,17.9,18,Budget,Medium,360000000.0
Toyota Corolla,Karachi,2017,85615,1600.0,Automatic,42.0,7,Premium,Low,136984000.0
Toyota Corolla,Rawalpindi,2002,156000,1600.0,Manual,16.3,22,Budget,Medium,249600000.0
Toyota Corolla,Lahore,2022,34735,1800.0,Automatic,67.8,2,Luxury,Low,62523000.0
Toyota Corolla,Lahore,2022,32103,1800.0,Automatic,67.5,2,Luxury,Low,57785400.0
Honda City,Lahore,2017,135271,1300.0,Automatic,33.9,7,Mid Range,Medium,175852300.0
Toyota Corolla,Lahore,2023,35437,1600.0,Automatic,66.2,1,Luxury,Low,56699200.0
Toyota Corolla,Lahore,2021,53300,1600.0,Automatic,53.0,3,Premium,Low,85280000.0
Toyota Passo,Islamabad,2015,85000,1000.0,Automatic,30.0,9,Mid Range,Low,85000000.0
Honda Civic,Islamabad,2004,200000,1600.0,Manual,15.9,20,Budget,Medium,320000000.0
Honda Civic,Islamabad,2021,14740,1800.0,Automatic,68.9,3,Luxury,Low,26532000.0
Suzuki Alto,Islamabad,2007,76000,660.0,Automatic,17.5,17,Budget,Low,50160000.0
Honda Civic,Lahore,2015,105000,1800.0,Automatic,32.1,9,Mid Range,Medium,189000000.0
Suzuki Cultus,Bahawalpur,2016,71000,1000.0,Manual,16.2,8,Budget,Low,71000000.0
Toyota Prius,Karachi,2014,133786,1800.0,Automatic,40.5,10,Premium,Medium,240814800.0
Toyota Sienta,Karachi,2016,155000,1500.0,Automatic,50.0,8,Premium,Medium,232500000.0
Suzuki Cultus,Islamabad,2014,48000,1000.0,Manual,15.0,10,Budget,Low,48000000.0
Toyota Corolla,Karachi,2015,100000,1300.0,Automatic,32.0,9,Mid Range,Low,130000000.0
Honda City,Lahore,2020,45700,1300.0,Manual,37.0,4,Mid Range,Low,59410000.0
Honda City,Islamabad,2010,161000,1300.0,Manual,27.9,14,Mid Range,Medium,209300000.0
Toyota Corolla,Lahore,2010,86000,1800.0,Automatic,38.9,14,Mid Range,Low,154800000.0
Toyota Aqua,Lahore,2014,120000,1500.0,Automatic,38.0,10,Mid Range,Medium,180000000.0
Suzuki Cultus,Karachi,2018,90000,1000.0,Manual,21.0,6,Mid Range,Low,90000000.0
Daihatsu Mira,Karachi,2019,51260,660.0,Automatic,32.0,5,Mid Range,Low,33831600.0
Toyota Passo,Rawalpindi,2020,12041,1000.0,Automatic,36.5,4,Mid Range,Low,12041000.0
Honda Civic,Lahore,2019,59000,1800.0,Automatic,56.8,5,Premium,Low,106200000.0
Daihatsu Terios,Noshero Feroze,2012,80000,660.0,Manual,27.5,12,Mid Range,Low,52800000.0
Suzuki Cultus,Karachi,2021,55000,1000.0,Automatic,31.5,3,Mid Range,Low,55000000.0
Toyota Corolla,Lahore,2019,98000,1800.0,Automatic,56.5,5,Premium,Low,176400000.0
Honda Vezel,Islamabad,2016,200000,1500.0,Automatic,58.0,8,Premium,Medium,300000000.0
Toyota Corolla,Sahiwal,2023,16500,1600.0,Automatic,71.0,1,Luxury,Low,26400000.0
Honda City,Rawalpindi,2012,150000,1300.0,Manual,26.3,12,Mid Range,Medium,195000000.0
Suzuki Wagon,Karachi,2017,41000,660.0,Automatic,30.5,7,Mid Range,Low,27060000.0
Honda Civic,Rawalpindi,2011,150000,1800.0,Automatic,27.5,13,Mid Range,Medium,270000000.0
Suzuki Wagon,Islamabad,2020,19000,660.0,Automatic,33.9,4,Mid Range,Low,12540000.0
Toyota Passo,Lahore,2021,61883,1000.0,Automatic,42.8,3,Premium,Low,61883000.0
Suzuki Swift,Lahore,2018,160000,1300.0,Manual,24.0,6,Mid Range,Medium,208000000.0
Toyota Aqua,Karachi,2020,43000,1500.0,Automatic,63.5,4,Luxury,Low,64500000.0
Toyota C-HR,Karachi,2017,49000,1800.0,Automatic,77.5,7,Luxury,Low,88200000.0
Toyota Yaris,Karachi,2021,23000,1000.0,Automatic,49.2,3,Premium,Low,23000000.0
Toyota Yaris,Karachi,2021,15000,1000.0,Automatic,57.0,3,Premium,Low,15000000.0
Honda City,Multan,2024,15000,1500.0,Automatic,57.5,0,Premium,Low,22500000.0
Suzuki Wagon,Islamabad,2021,68000,1000.0,Manual,27.5,3,Mid Range,Low,68000000.0
Suzuki Cultus,Peshawar,2018,111855,1000.0,Manual,24.3,6,Mid Range,Medium,111855000.0
Daihatsu Mira,Lahore,2018,149000,660.0,Automatic,25.0,6,Mid Range,Medium,98340000.0
Changan Alsvin,Peshawar,2021,27000,1500.0,Automatic,39.0,3,Mid Range,Low,40500000.0
Honda City,Islamabad,2013,172000,1300.0,Manual,26.0,11,Mid Range,Medium,223600000.0
Toyota Corolla,Lahore,2011,1,1300.0,Manual,21.7,13,Mid Range,Low,1300.0
Suzuki Mehran,Attock,2008,10000,800.0,Manual,6.7,16,Budget,Low,8000000.0
Honda City,Karachi,2018,159043,1500.0,Manual,32.8,6,Mid Range,Medium,238564500.0
Nissan Dayz,Lahore,2021,51000,660.0,Automatic,33.0,3,Mid Range,Low,33660000.0
Honda Civic,Rawalpindi,2007,200000,1800.0,Manual,20.5,17,Mid Range,Medium,360000000.0
Toyota Yaris,Lahore,2021,26000,1300.0,Manual,37.2,3,Mid Range,Low,33800000.0
Suzuki Khyber,Islamabad,1997,100000,1000.0,Manual,6.4,27,Budget,Low,100000000.0
KIA Sportage,Islamabad,2021,57000,2000.0,Automatic,70.0,3,Luxury,Low,114000000.0
Toyota Raize,Narowal,2021,20500,1000.0,Automatic,64.5,3,Luxury,Low,20500000.0
Honda Civic,Lahore,2021,50000,1800.0,Automatic,67.5,3,Luxury,Low,90000000.0
Suzuki Alto,Islamabad,2014,109000,660.0,Automatic,24.0,10,Mid Range,Medium,71940000.0
Suzuki Mehran,D.G.Khan,2016,62153,796.0,Manual,9.3,8,Budget,Low,49473788.0
Toyota Yaris,Karachi,2020,38000,1500.0,Automatic,41.6,4,Premium,Low,57000000.0
Suzuki Swift,Rawalpindi,2013,122600,1300.0,Manual,20.8,11,Mid Range,Medium,159380000.0
Suzuki Alto,Karachi,2022,26000,660.0,Manual,24.5,2,Mid Range,Low,17160000.0
Toyota Aqua,Mandi bahauddin,2013,182000,1500.0,Automatic,35.5,11,Mid Range,Medium,273000000.0
Suzuki Wagon,Lahore,2022,43000,1000.0,Manual,29.2,2,Mid Range,Low,43000000.0
Hyundai Santro,Lahore,2001,6,1000.0,Manual,6.9,23,Budget,Low,6000.0
Toyota Prius,Islamabad,2014,195000,1800.0,Automatic,53.0,10,Premium,Medium,351000000.0
Suzuki Wagon,Lahore,2020,32516,660.0,Automatic,33.5,4,Mid Range,Low,21460560.0
Daihatsu Mira,Karachi,2021,13000,660.0,Automatic,34.0,3,Mid Range,Low,8580000.0
Toyota Corolla,Wah cantt,2017,122000,1300.0,Manual,36.9,7,Mid Range,Medium,158600000.0
KIA Sportage,Lahore,2020,55000,2000.0,Automatic,65.0,4,Luxury,Low,110000000.0
Honda Civic,Karachi,2022,19861,1800.0,Automatic,65.5,2,Luxury,Low,35749800.0
Toyota Corolla,Karachi,2021,41700,1600.0,Automatic,53.2,3,Premium,Low,66720000.0
Daihatsu Mira,Faisalabad,2018,86929,660.0,Automatic,36.0,6,Mid Range,Low,57373140.0
Nissan Dayz,Karachi,2021,73000,660.0,Automatic,43.0,3,Premium,Low,48180000.0
Toyota Corolla,Islamabad,2022,43000,1800.0,Automatic,66.0,2,Luxury,Low,77400000.0
Hyundai Santro,Lahore,2001,6,1000.0,Manual,6.9,23,Budget,Low,6000.0
Daihatsu Cuore,Multan,2007,200000,800.0,Manual,9.0,17,Budget,Medium,160000000.0
Daihatsu Copen,Karachi,2016,48000,660.0,Automatic,34.2,8,Mid Range,Low,31680000.0
Toyota Corolla,Karachi,2016,63000,1300.0,Automatic,35.5,8,Mid Range,Low,81900000.0
Toyota Passo,Islamabad,2007,60000,1000.0,Automatic,23.5,17,Mid Range,Low,60000000.0
Suzuki Carry,Lahore,2006,100000,800.0,Manual,5.0,18,Budget,Low,80000000.0
Honda City,Islamabad,2018,91500,1300.0,Manual,34.2,6,Mid Range,Low,118950000.0
KIA Sportage,Karachi,2003,115000,2000.0,Automatic,15.0,21,Budget,Medium,230000000.0
Suzuki Cultus,Lahore,2017,81000,1000.0,Manual,19.9,7,Budget,Low,81000000.0
Honda HR-V,Karachi,2023,50871,1500.0,Automatic,66.0,1,Luxury,Low,76306500.0
Toyota Prius,Karachi,2012,138000,1800.0,Automatic,34.5,12,Mid Range,Medium,248400000.0
Honda Civic,Lahore,2020,65000,1800.0,Automatic,59.5,4,Premium,Low,117000000.0
Suzuki Wagon,Lahore,2019,105000,1000.0,Manual,21.5,5,Mid Range,Medium,105000000.0
Toyota Corolla,Thull,2007,123,1300.0,Manual,16.0,17,Budget,Low,159900.0
Changan Oshan,Lahore,2023,9000,1500.0,Automatic,84.0,1,Luxury,Low,13500000.0
Suzuki Cultus,Quetta,2016,40000,1000.0,Manual,17.8,8,Budget,Low,40000000.0
Suzuki Alto,Lahore,2019,43000,660.0,Manual,21.4,5,Mid Range,Low,28380000.0
Nissan Bluebird,Islamabad,2007,70000,1500.0,Automatic,32.0,17,Mid Range,Low,105000000.0
Suzuki Wagon,Rawalpindi,2018,69000,1000.0,Manual,25.0,6,Mid Range,Low,69000000.0
Honda Civic,Karachi,2013,85000,1800.0,Automatic,30.8,11,Mid Range,Low,153000000.0
Honda Civic,Toba Tek Singh,2010,1200,1800.0,Manual,20.0,14,Budget,Low,2160000.0
Chery Tiggo,Islamabad,2022,69000,1600.0,Automatic,82.0,2,Luxury,Low,110400000.0
Suzuki Vitara,Mirpur A.K.,2019,40000,1000.0,Manual,45.0,5,Premium,Low,40000000.0
Toyota Corolla,Islamabad,2022,43000,1800.0,Automatic,66.0,2,Luxury,Low,77400000.0
Toyota Corolla,Rawalpindi,2020,43677,1600.0,Automatic,51.0,4,Premium,Low,69883200.0
Honda Vezel,Islamabad,2014,90534,1500.0,Automatic,48.0,10,Premium,Low,135801000.0
Honda Civic,Lahore,2018,50176,1800.0,Automatic,57.5,6,Premium,Low,90316800.0
Honda City,Gujranwala,2018,10,1300.0,Automatic,39.5,6,Mid Range,Low,13000.0
Honda City,Karachi,2019,69000,1300.0,Automatic,39.0,5,Mid Range,Low,89700000.0
FAW V2,Lahore,2017,72000,1300.0,Manual,13.6,7,Budget,Low,93600000.0
Suzuki Khyber,Lahore,1997,150000,1000.0,Manual,4.3,27,Budget,Medium,150000000.0
Honda Civic,Karachi,2013,85000,1800.0,Automatic,30.8,11,Mid Range,Low,153000000.0
Honda Civic,Toba Tek Singh,2010,1200,1800.0,Manual,20.0,14,Budget,Low,2160000.0
Chery Tiggo,Islamabad,2022,69000,1600.0,Automatic,82.0,2,Luxury,Low,110400000.0
Suzuki Vitara,Mirpur A.K.,2019,40000,1000.0,Manual,45.0,5,Premium,Low,40000000.0
Suzuki Wagon,Lahore,2018,91331,1000.0,Manual,23.5,6,Mid Range,Low,91331000.0
Toyota Corolla,Karachi,2022,41000,1800.0,Automatic,62.0,2,Luxury,Low,73800000.0
Suzuki Khyber,Islamabad,1997,1,1000.0,Manual,5.7,27,Budget,Low,1000.0
Suzuki Alto,Peshawar,2012,112000,1000.0,Manual,13.3,12,Budget,Medium,112000000.0
Suzuki Swift,Faisalabad,2015,99500,1300.0,Manual,22.5,9,Mid Range,Low,129350000.0
Suzuki Mehran,Islamabad,2014,95000,800.0,Manual,12.8,10,Budget,Low,76000000.0
Honda Vezel,Karachi,2015,140000,1500.0,Automatic,56.0,9,Premium,Medium,210000000.0
Toyota Passo,Islamabad,2004,90000,1000.0,Automatic,17.6,20,Budget,Low,90000000.0
Nissan Dayz,Multan,2021,15500,660.0,Automatic,33.0,3,Mid Range,Low,10230000.0
Honda City,Lahore,2017,132000,1300.0,Manual,27.9,7,Mid Range,Medium,171600000.0
Suzuki Alto,Lahore,2022,35000,660.0,Manual,26.0,2,Mid Range,Low,23100000.0
Suzuki Every,Lahore,2020,126691,660.0,Automatic,28.5,4,Mid Range,Medium,83616060.0
Nissan Dayz,Karachi,2017,75000,660.0,Automatic,23.5,7,Mid Range,Low,49500000.0
Nissan Dayz,Lahore,2021,22900,660.0,Automatic,39.1,3,Mid Range,Low,15114000.0
Suzuki Mehran,Karachi,2017,65000,796.0,Manual,11.5,7,Budget,Low,51740000.0
Toyota Aqua,Karachi,2012,120000,1500.0,Automatic,32.5,12,Mid Range,Medium,180000000.0
MG HS,Karachi,2022,850,1500.0,Automatic,75.0,2,Luxury,Low,1275000.0
Toyota Corolla,Karachi,2007,96000,1800.0,Automatic,19.0,17,Budget,Low,172800000.0
Hyundai Elantra,Islamabad,2022,48000,2000.0,Automatic,61.5,2,Luxury,Low,96000000.0
Honda City,Lahore,2024,185,1200.0,Automatic,49.0,0,Premium,Low,222000.0
Honda City,Karachi,2021,55000,1300.0,Automatic,38.7,3,Mid Range,Low,71500000.0
Suzuki Wagon,Islamabad,2015,75000,1000.0,Manual,23.8,9,Mid Range,Low,75000000.0
Toyota Vitz,Karachi,2013,87000,1000.0,Automatic,26.0,11,Mid Range,Low,87000000.0
Toyota Corolla,Karachi,2011,82000,1800.0,Automatic,29.5,13,Mid Range,Low,147600000.0
KIA Picanto,Abbottabad,2021,28500,1000.0,Automatic,30.2,3,Mid Range,Low,28500000.0
Toyota Corolla,Lahore,2018,76171,1600.0,Automatic,48.0,6,Premium,Low,121873600.0
Honda Civic,Islamabad,2000,192000,1500.0,Manual,12.0,24,Budget,Medium,288000000.0
Honda N,Lahore,2020,26000,660.0,Automatic,33.8,4,Mid Range,Low,17160000.0
Toyota Yaris,Lahore,2021,44000,1500.0,Automatic,46.5,3,Premium,Low,66000000.0
Toyota Corolla,Islamabad,2018,71000,1600.0,Automatic,47.2,6,Premium,Low,113600000.0
Toyota Corolla,Karachi,2007,96000,1800.0,Automatic,19.0,17,Budget,Low,172800000.0
Hyundai Elantra,Islamabad,2022,48000,2000.0,Automatic,61.5,2,Luxury,Low,96000000.0
Suzuki Mehran,Karachi,1991,200000,800.0,Manual,1.9,33,Budget,Medium,160000000.0
Honda Fit,Karachi,2016,84000,1500.0,Automatic,43.5,8,Premium,Low,126000000.0
Toyota Corolla,Karachi,2018,78432,1800.0,Automatic,47.2,6,Premium,Low,141177600.0
Toyota Prius,Karachi,2010,88000,1497.0,Automatic,26.8,14,Mid Range,Low,131736000.0
Suzuki Mehran,Rawalpindi,2007,50000,800.0,Manual,7.3,17,Budget,Low,40000000.0
Honda Civic,Mardan,2005,195000,1600.0,Automatic,18.5,19,Budget,Medium,312000000.0
Honda City,Rawalpindi,2015,129000,1300.0,Automatic,34.5,9,Mid Range,Medium,167700000.0
Daihatsu Hijet,Bannu,2010,23002,660.0,Automatic,14.5,14,Budget,Low,15181320.0
Toyota Aqua,Islamabad,2021,36000,1500.0,Automatic,78.0,3,Luxury,Low,54000000.0
Suzuki Alto,Peshawar,2022,23000,660.0,Automatic,40.0,2,Mid Range,Low,15180000.0
Suzuki Cultus,Karachi,2017,70000,1000.0,Manual,16.5,7,Budget,Low,70000000.0
Toyota Corolla,Lahore,2023,29000,1800.0,Automatic,73.5,1,Luxury,Low,52200000.0
Suzuki Wagon,Karachi,2015,86000,660.0,Automatic,21.8,9,Mid Range,Low,56760000.0
Suzuki Cultus,Lahore,2004,86000,1000.0,Manual,9.6,20,Budget,Low,86000000.0
Suzuki Mehran,Rawalpindi,2018,33000,796.0,Manual,16.8,6,Budget,Low,26268000.0
Toyota Corolla,Lahore,2003,150000,1600.0,Automatic,15.8,21,Budget,Medium,240000000.0
Honda Fit,Bhalwal,2012,225000,1300.0,Automatic,29.5,12,Mid Range,High,292500000.0
Suzuki Cultus,Hyderabad,2018,95000,1000.0,Manual,24.8,6,Mid Range,Low,95000000.0
Honda City,Lahore,2016,100000,1300.0,Manual,31.5,8,Mid Range,Low,130000000.0
KIA Sportage,Lahore,2021,49000,2000.0,Automatic,72.0,3,Luxury,Low,98000000.0
Honda Vezel,Gujranwala,2019,56000,1500.0,Automatic,75.5,5,Luxury,Low,84000000.0
Suzuki Alto,Rawalpindi,2024,192,660.0,Automatic,33.2,0,Mid Range,Low,126720.0
Toyota Vitz,Islamabad,2020,48000,996.0,Automatic,49.0,4,Premium,Low,47808000.0
Suzuki Mehran,Mansehra,2012,62500,800.0,Manual,7.8,12,Budget,Low,50000000.0
Honda Civic,Karachi,2016,51000,1800.0,Automatic,42.5,8,Premium,Low,91800000.0
Honda City,Islamabad,2019,95000,1500.0,Automatic,41.0,5,Premium,Low,142500000.0
Daihatsu Mira,Karachi,2021,38000,660.0,Automatic,35.2,3,Mid Range,Low,25080000.0
Suzuki Alto,Karachi,2014,98000,660.0,Automatic,20.0,10,Budget,Low,64680000.0
Honda City,Lahore,2018,82000,1300.0,Automatic,37.8,6,Mid Range,Low,106600000.0
KIA Sportage,Lahore,2021,49000,2000.0,Automatic,72.0,3,Luxury,Low,98000000.0
Toyota Corolla,Islamabad,2018,44000,1600.0,Automatic,52.0,6,Premium,Low,70400000.0
Honda Civic,Lahore,2017,72000,1800.0,Automatic,47.5,7,Premium,Low,129600000.0
Toyota Corolla,Islamabad,1998,214000,1500.0,Manual,17.9,26,Budget,High,321000000.0
Toyota Corolla,Lahore,2012,33000,1300.0,Manual,34.0,12,Mid Range,Low,42900000.0
Nissan Moco,Islamabad,2012,158600,660.0,Automatic,21.0,12,Mid Range,Medium,104676000.0
Honda City,Lahore,2021,42000,1200.0,Automatic,44.0,3,Premium,Low,50400000.0
Toyota Corolla,Gujrat,2016,123500,1300.0,Manual,31.9,8,Mid Range,Medium,160550000.0
Suzuki Cultus,Arifwala,2002,80000,1000.0,Manual,6.2,22,Budget,Low,80000000.0
Toyota Passo,Islamabad,2013,103000,1000.0,Automatic,27.5,11,Mid Range,Medium,103000000.0
Honda City,Islamabad,2018,84000,1300.0,Manual,35.5,6,Mid Range,Low,109200000.0
Honda City,Lahore,2016,87000,1300.0,Automatic,31.5,8,Mid Range,Low,113100000.0
Toyota Corolla,Karachi,2019,79000,1600.0,Automatic,39.8,5,Mid Range,Low,126400000.0
Honda City,Lahore,2021,37000,1200.0,Automatic,44.0,3,Premium,Low,44400000.0
Mitsubishi Mirage,Lahore,2012,125000,1000.0,Automatic,22.8,12,Mid Range,Medium,125000000.0
Honda Civic,Islamabad,2008,120000,1800.0,Manual,18.0,16,Budget,Medium,216000000.0
Toyota Belta,Lahore,2009,160000,1000.0,Automatic,19.0,15,Budget,Medium,160000000.0
Toyota Corolla,Peshawar,2007,125000,1300.0,Manual,20.8,17,Mid Range,Medium,162500000.0
Toyota Corolla,Rawalpindi,2022,50000,1600.0,Manual,61.0,2,Luxury,Low,80000000.0
Suzuki Bolan,Lahore,2011,20000,800.0,Manual,7.2,13,Budget,Low,16000000.0
Honda Civic,Islamabad,1999,209000,1600.0,Manual,13.6,25,Budget,High,334400000.0
Toyota Corolla,Karachi,2011,114000,1300.0,Manual,23.8,13,Mid Range,Medium,148200000.0
Toyota Aqua,Islamabad,2014,138000,1500.0,Automatic,36.2,10,Mid Range,Medium,207000000.0
Toyota Corolla,Karachi,2018,35130,1800.0,Automatic,54.0,6,Premium,Low,63234000.0
Toyota Passo,Lahore,2021,41251,1000.0,Automatic,41.9,3,Premium,Low,41251000.0
Suzuki Jimny,Sialkot,2019,95000,660.0,Manual,44.2,5,Premium,Low,62700000.0
Suzuki Every,Sialkot,2018,91500,660.0,Manual,30.8,6,Mid Range,Low,60390000.0
Suzuki Alto,Sialkot,2021,3925,660.0,Manual,33.2,3,Mid Range,Low,2590500.0
Nissan Dayz,Islamabad,2021,44000,660.0,Automatic,34.2,3,Mid Range,Low,29040000.0
Toyota Aqua,Islamabad,2018,130000,1500.0,Automatic,48.0,6,Premium,Medium,195000000.0
Honda Civic,Lahore,2011,96000,1800.0,Automatic,30.0,13,Mid Range,Low,172800000.0
Suzuki Cultus,Karachi,2018,75000,1000.0,Automatic,26.9,6,Mid Range,Low,75000000.0
Honda City,Gujranwala,2018,77000,1500.0,Automatic,39.5,6,Mid Range,Low,115500000.0
Suzuki Mehran,Lahore,2005,54830,800.0,Manual,5.4,19,Budget,Low,43864000.0
Suzuki Alto,Jhelum,2021,54000,660.0,Manual,23.8,3,Mid Range,Low,35640000.0
Suzuki Mehran,Rawalpindi,2011,100000,800.0,Manual,8.6,13,Budget,Low,80000000.0
Suzuki Swift,Lahore,2013,125000,1300.0,Manual,19.5,11,Budget,Medium,162500000.0
Daihatsu Atrai,Karachi,2016,47940,660.0,Automatic,22.5,8,Mid Range,Low,31640400.0
Suzuki Mehran,Rawalpindi,2002,150000,800.0,Manual,6.8,22,Budget,Medium,120000000.0
Honda City,Karachi,2012,93500,1300.0,Manual,24.2,12,Mid Range,Low,121550000.0
Suzuki Every,Karachi,2013,165000,660.0,Automatic,22.2,11,Mid Range,Medium,108900000.0
Honda City,Islamabad,2018,135000,1300.0,Manual,33.0,6,Mid Range,Medium,175500000.0
Suzuki Wagon,Lahore,2019,134000,1000.0,Manual,21.8,5,Mid Range,Medium,134000000.0
Suzuki Alto,Islamabad,2022,27371,660.0,Manual,26.0,2,Mid Range,Low,18064860.0
Suzuki Every,Karachi,2012,80000,660.0,Automatic,20.4,12,Mid Range,Low,52800000.0
Toyota Corolla,Badin,2022,48000,1800.0,Automatic,71.0,2,Luxury,Low,86400000.0
Honda Civic,Lahore,2005,150000,1500.0,Manual,13.5,19,Budget,Medium,225000000.0
Hyundai Tucson,Islamabad,2022,22000,2000.0,Automatic,80.0,2,Luxury,Low,44000000.0
Toyota Sienta,Karachi,2018,79000,1500.0,Automatic,61.0,6,Luxury,Low,118500000.0
Suzuki Cultus,Muzaffar Gargh,2014,78500,1000.0,Manual,14.5,10,Budget,Low,78500000.0
Toyota Corolla,Karachi,2015,97000,1600.0,Automatic,37.5,9,Mid Range,Low,155200000.0
Honda Vezel,Karachi,2014,102000,1500.0,Automatic,42.0,10,Premium,Medium,153000000.0
Toyota Corolla,Karachi,2011,125000,1600.0,Automatic,29.5,13,Mid Range,Medium,200000000.0
Daihatsu Mira,Karachi,2021,43000,660.0,Automatic,34.6,3,Mid Range,Low,28380000.0
Suzuki Jimny,Karachi,2020,91000,660.0,Manual,48.0,4,Premium,Low,60060000.0
Toyota Corolla,Lahore,2021,57000,1800.0,Automatic,63.8,3,Luxury,Low,102600000.0
Toyota Corolla,Lahore,2019,36000,1300.0,Manual,44.8,5,Premium,Low,46800000.0
Toyota Corolla,Lahore,2016,115000,1600.0,Automatic,37.5,8,Mid Range,Medium,184000000.0
Toyota Corolla,Lahore,2023,42000,1800.0,Automatic,69.8,1,Luxury,Low,75600000.0
Nissan Note,Lahore,2019,60000,1200.0,Automatic,48.8,5,Premium,Low,72000000.0
Suzuki Cultus,Muzaffar Gargh,2014,78500,1000.0,Manual,14.5,10,Budget,Low,78500000.0
Peugeot Allure,Karachi,2022,5394,1200.0,Automatic,62.5,2,Luxury,Low,6472800.0
Suzuki Hustler,Lahore,2014,154351,660.0,Automatic,23.5,10,Mid Range,Medium,101871660.0
Honda Civic,Lahore,2016,98000,1800.0,Automatic,46.8,8,Premium,Low,176400000.0
Suzuki Alto,Karachi,2019,48500,660.0,Manual,19.3,5,Budget,Low,32010000.0
Suzuki Alto,Lahore,2008,1000,1000.0,Manual,9.5,16,Budget,Low,1000000.0
Honda City,Lahore,2015,109500,1300.0,Automatic,32.5,9,Mid Range,Medium,142350000.0
Suzuki Cultus,Jhang,2013,104000,1000.0,Manual,14.8,11,Budget,Medium,104000000.0
Hyundai Sonata,Islamabad,2021,30500,2000.0,Automatic,86.0,3,Luxury,Low,61000000.0
Nissan Note,Sialkot,2020,21700,1200.0,Automatic,57.0,4,Premium,Low,26040000.0
Daihatsu Move,Sialkot,2021,44000,660.0,Automatic,36.5,3,Mid Range,Low,29040000.0
Honda Civic,Karachi,2005,151000,1500.0,Automatic,14.5,19,Budget,Medium,226500000.0
Honda Civic,Islamabad,2018,123456,1800.0,Automatic,53.5,6,Premium,Medium,222220800.0
Honda Civic,Peshawar,2017,100200,1500.0,Automatic,50.5,7,Premium,Medium,150300000.0
Toyota Sienta,Sialkot,2019,90000,1500.0,Automatic,73.0,5,Luxury,Low,135000000.0
Suzuki Wagon,Islamabad,2016,132000,1000.0,Manual,21.8,8,Mid Range,Medium,132000000.0
Toyota Corolla,Karachi,2016,88000,1800.0,Automatic,40.5,8,Premium,Low,158400000.0
Nissan Note,Sialkot,2022,47200,1200.0,Automatic,72.5,2,Luxury,Low,56640000.0
Toyota Vitz,Quetta,2012,146200,1000.0,Automatic,28.0,12,Mid Range,Medium,146200000.0
